name,score,beer style,abv,cal,city,country,link
Chinggis Lager Unfiltered,3.01,Zwickel/Keller/Landbier,-,,Chingeltei District Ulaanbaatar,Mongolia,/beer/chinggis-lager-unfiltered/150222/
MB Beer Plus Weizen,2.99,German Hefeweizen,-,,Ulanbaatar,Mongolia,/beer/mb-beer-plus-weizen/150219/
Chinggis Khan Pilsner,2.96,Pilsener,5,150.0,Khan Uul District Ulaanbaatar,Mongolia,/beer/chinggis-khan-pilsner/460753/
Jalam Khar,2.92,Pale Lager,5,150.0,Ulaanbaatar,Mongolia,/beer/jalam-khar/533923/
Chinggis Pale Filtered,2.89,Dortmunder/Helles,-,,Chingeltei District Ulaanbaatar,Mongolia,/beer/chinggis-pale-filtered/151914/
Gem Draft Dark,2.88,Dunkel/Tmavý,-,,Ulanbaatar,Mongolia,/beer/gem-draft-dark/150327/
Gem Draft,2.87,Pale Lager,5.5,165.0,Ulanbaatar,Mongolia,/beer/gem-draft/150326/
Chinggis Dunkel,2.86,Dunkel/Tmavý,-,,Chingeltei District Ulaanbaatar,Mongolia,/beer/chinggis-dunkel/30176/
MBC Nice 89,2.79,Pale Lager,-,,Ulanbaatar,Mongolia,/beer/mbc-nice-89/547500/
MB Beer Plus Amber,2.78,Oktoberfest/Märzen,-,,Ulanbaatar,Mongolia,/beer/mb-beer-plus-amber/150221/
MB Beer Plus Lager,2.73,Premium Lager,-,,Ulanbaatar,Mongolia,/beer/mb-beer-plus-lager/150218/
Chinggis Club,2.73,Pilsener,5.2,156.0,Chingeltei District Ulaanbaatar,Mongolia,/beer/chinggis-pilsner/41619/
Khar Khorum,2.66,Dunkel/Tmavý,5.3,159.0,Khan Uul District Ulaanbaatar,Mongolia,/beer/khar-khorum/91865/
Khan Bräu Dark,2.55,Dunkel/Tmavý,-,,Ulaanbaatar,Mongolia,/beer/khan-brau-dark/140459/
Seruun Light,2.53,Pale Lager,4.8,144.0,Khan Uul District Ulaanbaatar,Mongolia,/beer/seruun-light/348990/
Mongol Beer,2.52,Pale Lager,-,,Ulanbaatar,Mongolia,/beer/mongol-beer/152482/
Old Czech Lager,2.50,Premium Lager,-,,Ulanbaatar,Mongolia,/beer/old-czech-lager/152488/
Borgio,2.49,Pale Lager,5.5,165.0,Khan Uul District Ulaanbaatar,Mongolia,/beer/borgio/129162/
Altan Gobi,2.39,Premium Lager,5.1,153.0,Khan Uul District Ulaanbaatar,Mongolia,/beer/altan-gobi/140463/
Jalam Khar Gold,2.36,Pale Lager,5.2,156.0,Ulaanbaatar,Mongolia,/beer/jalam-khar-gold/344734/
Khan Bräu Pilsner,2.35,Pilsener,4.6,138.0,Ulaanbaatar,Mongolia,/beer/khan-brau-pilsner/13859/
Borgio Gold,2.28,Pale Lager,5.2,156.0,Khan Uul District Ulaanbaatar,Mongolia,/beer/borgio-gold/140460/
Niislel,2.23,Pale Lager,5,150.0,Khan Uul District Ulaanbaatar,Mongolia,/beer/niislel/140464/
Khan Bräu Crystal Weizen,2.22,German Kristallweizen,-,,Ulaanbaatar,Mongolia,/beer/khan-brau-crystal-weizen/149077/
Jalam Khar,2.21,Premium Lager,5.8,174.0,Ulaanbaatar,Mongolia,/beer/jalam-khar/129190/
Chinggis Mongolian Lager,2.00,Pale Lager,5,150.0,Chingeltei District Ulaanbaatar,Mongolia,/beer/chinggis-mongolian-lager/92344/
Sengur Beer,1.86,Pale Lager,4.8,144.0,Ulaanbaatar,Mongolia,/beer/sengur-beer/129192/
Chinggis Club,n/a,Doppelbock,7.2,216.0,Chingeltei District Ulaanbaatar,Mongolia,/beer/chinggis-namarbok/41623/
Chinggis Club,n/a,Dunkler Bock,6.9,207.0,Chingeltei District Ulaanbaatar,Mongolia,/beer/chinggis-maybok/41621/
Khan Bräu Hefeweizen,n/a,German Hefeweizen,-,,Ulaanbaatar,Mongolia,/beer/khan-brau-hefeweizen/149076/
Khan Bräu Natural,n/a,Zwickel/Keller/Landbier,-,,Ulaanbaatar,Mongolia,/beer/khan-brau-natural/149075/
Chinggis Club,n/a,Weizen Bock,7,210.0,Chingeltei District Ulaanbaatar,Mongolia,/beer/chinggis-weiserbok/41622/
Fusion,n/a,Premium Lager,5,150.0,Khan Uul District Ulaanbaatar,Mongolia,/beer/fusion/140461/
RedCat Brewery Wheat IPA,3.09,Wheat Ale,5.49,165.0,Budva,Montenegro,/beer/redcat-brewery-wheat-ipa/382321/
RedCatbrewery APA,3.05,American Pale Ale,5.56,167.0,Budva,Montenegro,/beer/redcatbrewery-apa/382322/
FIT Tamno,3.03,Dunkel/Tmavý,-,,Podgorica,Montenegro,/beer/fit-tamno/80226/
Smilin' Goat,2.98,India Pale Ale (IPA),6.5,195.0,Risan,Montenegro,/beer/smilin-goat/535237/
Blues Beer Svetlo,2.96,Zwickel/Keller/Landbier,-,,Podgorica,Montenegro,/beer/blues-beer-svetlo/439063/
Nikšićko Tamno,2.82,Schwarzbier,6.2,186.0,Nikšić,Montenegro,/beer/niksi263ko-tamno/23339/
Nikšićko Pivo Nefiltrirano,2.68,Zwickel/Keller/Landbier,5.4,162.0,Nikšić,Montenegro,/beer/niksi263ko-pivo-nefiltrirano/431824/
FIT Svetlo,2.54,Pale Lager,-,,Podgorica,Montenegro,/beer/fit-svetlo/185159/
Nikšićko Cool Grejpfrut,2.38,Radler/Shandy,2,60.0,Nikšić,Montenegro,/beer/niksi263ko-cool-grejpfrut/223010/
Nikšićko Gold,2.30,Premium Lager,5.2,156.0,Nikšić,Montenegro,/beer/niksi263ko-gold/289411/
Nikšićko Pivo,2.28,Pale Lager,5,150.0,Nikšić,Montenegro,/beer/niksi263ko-pivo/5991/
Onogošt Svijetlo Pivo,2.23,Pale Lager,4.6,138.0,Nikšić,Montenegro,/beer/onogost-svijetlo-pivo/417503/
Nikšićko Cool Limun,1.97,Radler/Shandy,2,60.0,Nikšić,Montenegro,/beer/niksi263ko-cool-limun/158174/
Trebjesa (MolsonCoors),1.96,Pale Lager,5,150.0,Nikšić,Montenegro,/beer/nik-cool/38262/
,n/a,,,,,,/beer/black-sheep-doma263e-pivo/412246/
Hoptimus Prime,n/a,American Pale Ale,5,150.0,Risan,Montenegro,/beer/hoptimus-prime/535243/
Portun,n/a,Stout,5.5,165.0,Risan,Montenegro,/beer/portun/535242/
Red Beerd,n/a,Amber Ale,5,150.0,Risan,Montenegro,/beer/red-beerd/535241/
,n/a,,,,,,/beer/nik-gold/5992/
Flag Speciale Biere de Mars,2.76,Pale Lager,5.5,165.0,Casablanca,Morocco,/beer/flag-speciale-biere-de-mars/493142/
Casablanca Light,2.51,Low Alcohol,2.5,75.0,Casablanca,Morocco,/beer/casablanca-light/470450/
Crown,2.34,Low Alcohol,-,,Casablanca,Morocco,/beer/crown/51232/
Cerveza Doble Malta (Mercadona),2.33,Imperial Pils/Strong Pale Lager,7.4,222.0,Casablanca,Morocco,/beer/cerveza-doble-malta-mercadona/537951/
Casablanca (Casa Beer),2.25,Pale Lager,5,150.0,Casablanca,Morocco,/beer/casablanca-casa-beer/9882/
Castel Beer (Morocco),2.25,Pale Lager,5.2,156.0,Casablanca,Morocco,/beer/castel-beer-morocco/80771/
Cerveza Reserva (Mercadona),2.22,Imperial Pils/Strong Pale Lager,7.2,216.0,Casablanca,Morocco,/beer/cerveza-reserva-mercadona/548994/
33 Export (Morocco),2.18,Pale Lager,5.2,156.0,Casablanca,Morocco,/beer/33-export-morocco/420095/
Kania,2.11,Pale Lager,4.7,141.0,Casablanca,Morocco,/beer/kania/360622/
Flag Spéciale (Morocco),2.05,Pale Lager,5.2,156.0,Casablanca,Morocco,/beer/flag-speciale-morocco/13890/
Flag Pils,2.02,Pale Lager,4.7,141.0,Casablanca,Morocco,/beer/flag-pils/13889/
Stork Première,1.77,Pale Lager,4.7,141.0,Casablanca,Morocco,/beer/stork-premiere/13891/
,n/a,,,,,,/beer/heineken-beer/247623/
Laurentina Preta,2.83,Dunkel/Tmavý,5,150.0,Beira (2nd location: Maputo),Mozambique,/beer/laurentina-preta/32686/
Raiz,2.83,Pale Lager,4.8,144.0,Beira (2nd location: Maputo),Mozambique,/beer/raiz/150337/
Laurentina Premium,2.29,Premium Lager,5,150.0,Beira (2nd location: Maputo),Mozambique,/beer/laurentina-premium/109396/
Manica,2.23,Pale Lager,5,150.0,Beira (2nd location: Maputo),Mozambique,/beer/manica/32684/
Impala,2.18,Specialty Grain,6.5,195.0,Beira (2nd location: Maputo),Mozambique,/beer/impala/200392/
Laurentina Clara,1.98,Pale Lager,5,150.0,Beira (2nd location: Maputo),Mozambique,/beer/laurentina-clara/32685/
2M,1.78,Pale Lager,4.5,135.0,Beira (2nd location: Maputo),Mozambique,/beer/2m/43471/
,n/a,,,,,,/beer/mac-mahon/300857/
Myanmar Black Shield,3.13,Stout,8.1,243.0,Mingaladon Township Yangon,Myanmar,/beer/myanmar-black-shield/386944/
Spirulina Beer Anti-Aging Drink,2.85,Spice/Herb/Vegetable,5,150.0,Mandalay,Myanmar,/beer/spirulina-beer-anti-aging-drink/211073/
Myanmar Premium,2.74,Premium Lager,5,150.0,Mingaladon Township Yangon,Myanmar,/beer/myanmar-premium/461277/
Dagon Light,2.73,Pale Lager,4.2,126.0,Yangon,Myanmar,/beer/dagon-light/461276/
Myanmar Carlsberg Yoma Special Brew,2.62,Pale Lager,6.5,195.0,:Sanchaung Yangon,Myanmar,/beer/myanmar-carlsberg-yoma-special-brew/521933/
Dagon Malta Fresh,2.62,Low Alcohol,-,,Yangon,Myanmar,/beer/dagon-malta-fresh/386919/
Dagon Super,2.49,Malt Liquor,7.2,216.0,Yangon,Myanmar,/beer/dagon-super/388601/
Regal Seven,2.44,Pale Lager,5,150.0,Yangon,Myanmar,/beer/regal-seven/390802/
Dagon Extra Strong,2.35,Malt Liquor,8,240.0,Yangon,Myanmar,/beer/dagon-extra-strong/146020/
Myanmar Carlsberg Yoma Premium Beer,2.20,Pale Lager,5.4,162.0,:Sanchaung Yangon,Myanmar,/beer/myanmar-carlsberg-yoma-premium-beer/521934/
Myanmar Double Strong,2.13,Malt Liquor,7.7,231.0,Mingaladon Township Yangon,Myanmar,/beer/myanmar-double-strong/188780/
Andaman Gold,2.05,Pale Lager,5,150.0,Mingaladon Township Yangon,Myanmar,/beer/andaman-gold/115108/
Andaman Gold Special,2.04,Pale Lager,6.5,195.0,Mingaladon Township Yangon,Myanmar,/beer/andaman-gold-special/240076/
Mandalay Strong Ale,2.01,English Strong Ale,7,210.0,Mandalay,Myanmar,/beer/mandalay-strong-ale/14407/
Dagon Lager Beer,1.93,Pale Lager,5,150.0,Yangon,Myanmar,/beer/dagon-lager-beer/147183/
Myanmar Lager Beer,1.89,Pale Lager,5,150.0,Mingaladon Township Yangon,Myanmar,/beer/myanmar-lager-beer/17109/
Mandalay Lager,1.89,Pale Lager,5,150.0,Mandalay,Myanmar,/beer/mandalay-lager/13185/
,n/a,,,,,,/beer/abc-extra-stout-myanmar/253783/
York Street Dawei Port-er,n/a,Porter,-,,Yangon,Myanmar,/beer/york-street-dawei-port-er/458662/
York Street Not In The Service Area IPA,n/a,India Pale Ale (IPA),-,,Yangon,Myanmar,/beer/york-street-not-in-the-service-area-ipa/458664/
York Street Sandwich Street IPA,n/a,India Pale Ale (IPA),-,,Yangon,Myanmar,/beer/york-street-sandwich-street-ipa/458660/
York Street Yangon Bullet Train Hefeweizen,n/a,German Hefeweizen,-,,Yangon,Myanmar,/beer/york-street-yangon-bullet-train-hefeweizen/458663/
Central Pilsner,2.98,Pilsener,-,,Stepanakert,Nagorno-Karabakh,/beer/central-pilsner/511629/
Hansa Urbock,3.38,Dunkler Bock,7,210.0,Windhoek,Namibia,/beer/hansa-urbock/7514/
Camelthorn Brewing Company (Namibia Breweries),2.95,Amber Ale,4.5,135.0,Windhoek,Namibia,/beer/camelthorn-red/144715/
Camelthorn Brewing Company (Namibia Breweries),2.91,Oktoberfest/Märzen,-,,Windhoek,Namibia,/beer/camelthorn-sundowner/146058/
King Lager,2.87,Pale Lager,5.5,165.0,Windhoek,Namibia,/beer/king-lager/470109/
Camelthorn Brewing Company (Namibia Breweries),2.84,Dortmunder/Helles,4.5,135.0,Windhoek,Namibia,/beer/camelthorn-helles/144841/
Camelthorn Brewing Company (Namibia Breweries),2.82,Golden Ale/Blond Ale,-,,Windhoek,Namibia,/beer/camelthorn-summer-ale/188781/
Hansa Draught (Namibia),2.82,Pale Lager,4,120.0,Windhoek,Namibia,/beer/hansa-draught-namibia/54239/
Camelthorn Brewing Company (Namibia Breweries),2.77,German Hefeweizen,4.5,135.0,Windhoek,Namibia,/beer/camelthorn-weizen/134681/
Oshikundu,2.69,Traditional Ale,-,,Mainly northern Namibia,Namibia,/beer/oshikundu/54241/
Camelthorn Weiss Beer,2.64,German Kristallweizen,5,150.0,Windhoek,Namibia,/beer/camelthorn-weiss-beer/525043/
Namibia Tafel Lite Lager,2.63,Pale Lager,4,120.0,Windhoek,Namibia,/beer/namibia-tafel-lite-lager/472432/
Camelthorn Brewing Company (Namibia Breweries),2.59,Spice/Herb/Vegetable,-,,Windhoek,Namibia,/beer/camelthorn-red-dune-rooibos/195456/
Camelthorn Brewing Company (Namibia Breweries),2.57,Fruit Beer,2.5,75.0,Windhoek,Namibia,/beer/camelthorn-fresh/144842/
Namibia Breweries,2.47,Pilsener,3,90.0,Windhoek,Namibia,/beer/das-pilsener/8244/
Camelthorn Brewing Company (Namibia Breweries),2.43,Weizen Bock,7,210.0,Windhoek,Namibia,/beer/camelthorn-bokbeer/144717/
Windhoek Export,2.42,Dortmunder/Helles,4.5,135.0,Windhoek,Namibia,/beer/windhoek-export/6431/
Camelthorn Brewing Company (Namibia Breweries),2.39,Schwarzbier,4,120.0,Windhoek,Namibia,/beer/camelthorn-schwarzbier/378907/
Hansa Pilsener (Namibia),2.36,Pilsener,5,150.0,Windhoek,Namibia,/beer/hansa-pilsener-namibia/50580/
Windhoek Draught,2.29,Premium Lager,4,120.0,Windhoek,Namibia,/beer/windhoek-draught/55252/
Windhoek Special,2.29,Pale Lager,5,150.0,Windhoek,Namibia,/beer/windhoek-special/8245/
Namibia Tafel Lager,2.28,Pale Lager,4,120.0,Windhoek,Namibia,/beer/namibia-tafel-lager/8321/
Namibia Club Shandy,2.21,Radler/Shandy,2.5,75.0,Windhoek,Namibia,/beer/namibia-club-shandy/54268/
Windhoek Lager,2.15,Pale Lager,4,120.0,Windhoek,Namibia,/beer/windhoek-lager/4622/
Windhoek Light,1.96,Low Alcohol,2.4,72.0,Windhoek,Namibia,/beer/windhoek-light/4623/
,n/a,,,,,,/beer/namibia-frostie-beer-shandy/71633/
Felsenkeller Hofbrau,n/a,Pale Lager,4,120.0,Windhoek,Namibia,/beer/felsenkeller-hofbrau/8248/
The Beer Barrel Golden Ale,n/a,Golden Ale/Blond Ale,4.5,135.0,KleinWindhoek,Namibia,/beer/the-beer-barrel-golden-ale/480501/
The Beer Barrel Happy Monk,n/a,Belgian Ale,6.5,195.0,KleinWindhoek,Namibia,/beer/the-beer-barrel-happy-monk/480507/
The Beer Barrel Maltz & Waltz,n/a,Pale Lager,5,150.0,KleinWindhoek,Namibia,/beer/the-beer-barrel-maltz-waltz/480504/
The Beer Barrel Pickled Horse Porter,n/a,Porter,5,150.0,KleinWindhoek,Namibia,/beer/the-beer-barrel-pickled-horse-porter/480506/
The Beer Barrel Raspberry Delight,n/a,Fruit Beer,4.5,135.0,KleinWindhoek,Namibia,/beer/the-beer-barrel-raspberry-delight/480505/
Namib Dunes Blonde Ale,n/a,Golden Ale/Blond Ale,4.2,126.0,Swakopmund,Namibia,/beer/namib-dunes-blonde-ale/557833/
Namib Dunes Pale Ale,n/a,American Pale Ale,5.4,162.0,Swakopmund,Namibia,/beer/namib-dunes-pale-ale/557832/
,n/a,,,,,,/beer/namibia-urbock/8247/
Sherpa Khumbu Kolsch,3.02,Kölsch,5,150.0,Kathmandu,Nepal,/beer/sherpa-khumbu-kolsch/449699/
Coblenzer Märzen,2.89,Oktoberfest/Märzen,5.5,165.0,Patan,Nepal,/beer/coblenzer-marzen/130770/
Coblenzer Pilsener,2.64,Pilsener,5.5,165.0,Patan,Nepal,/beer/coblenzer-pilsener/130730/
Nepal Ice Natura,2.60,Pale Lager,5,150.0,Kathmandu,Nepal,/beer/nepal-ice-natura/267264/
Rato-Bhaat,2.56,Oktoberfest/Märzen,6,180.0,Hetauda,Nepal,/beer/rato-bhaat/234008/
Commando Super Strong Beer,2.46,Malt Liquor,6.5,195.0,Godavari Lalitpur,Nepal,/beer/commando-super-strong-beer/148910/
United Breweries Nepal,2.38,Pale Lager,-,,Hetauda,Nepal,/beer/star-premium-lager-nepal/24102/
Everest Premium Lager 50th Golden Jubilee,2.34,Premium Lager,5.75,172.0,Katmandu,Nepal,/beer/everest-premium-lager-50th-golden-jubilee/45505/
Everest Premium Lager,2.30,Pale Lager,5,150.0,Katmandu,Nepal,/beer/everest-premium-lager/115798/
Nepal's Mustang Premium Lager Beer,2.27,Premium Lager,5.5,165.0,Kathmandu,Nepal,/beer/nepals-mustang-premium-lager-beer/124988/
Gorkha Beer,2.19,Pale Lager,5.5,165.0,Mukundapur Nawalparasi,Nepal,/beer/gorkha-beer/73389/
Everest Premium Lager Special Limited Edition,2.15,Pale Lager,5,150.0,Katmandu,Nepal,/beer/everest-premium-lager-special-limited-edition/72615/
Nepal's Real Gold,2.11,Pale Lager,5.5,165.0,Kathmandu,Nepal,/beer/nepals-real-gold/124989/
Nepal Ice,2.09,Pale Lager,5.5,165.0,Kathmandu,Nepal,/beer/nepal-ice/72613/
Godawari Premium Lager,2.09,Pale Lager,5.2,156.0,Hetauda,Nepal,/beer/godawari-premium-lager/223025/
Iceberg Extra Strong Beer,2.06,Imperial Pils/Strong Pale Lager,7.5,225.0,Godavari Lalitpur,Nepal,/beer/iceberg-extra-strong-beer/9928/
Kathmandu Premium Beer,2.06,Pale Lager,5.5,165.0,Godavari Lalitpur,Nepal,/beer/kathmandu-premium-beer/148911/
Nepal Ice Strong,2.04,Malt Liquor,7,210.0,Kathmandu,Nepal,/beer/nepal-ice-strong/148912/
Gorkha Strong,n/a,Malt Liquor,-,,Mukundapur Nawalparasi,Nepal,/beer/gorkha-strong/283736/
Everest Golden Tiger X-tra Strong Beer,n/a,Imperial Pils/Strong Pale Lager,7,210.0,Katmandu,Nepal,/beer/everest-golden-tiger-x-tra-strong-beer/166861/
De Molen Hel & Verdoemenis 666,4.14,Imperial Stout,10,300.0,Bodegraven,Netherlands,/beer/de-molen-hel-verdoemenis-666/118013/
De Molen Hel & Verdoemenis Wild Turkey BA,4.13,Imperial Stout,13,390.0,Bodegraven,Netherlands,/beer/de-molen-hel-verdoemenis-wild-turkey-ba/122763/
Brouwerij de Molen,4.13,Imperial Stout,13,390.0,Bodegraven,Netherlands,/beer/de-molen-black-damnation-666/131088/
La Trappe Trappist - Abdij O.L.V. Koningshoeven (Bavaria),4.12,Abt/Quadrupel,11,330.0,Berkel-Enschot,Netherlands,/beer/la-trappe-quadrupel-oak-aged-batch-20/348323/
Brouwerij de Molen,4.11,Imperial Stout,13,390.0,Bodegraven,Netherlands,/beer/de-molen-black-damnation-molens-steam-edition/123169/
De Molen Hel & Verdoemenis Misto BA,4.11,Imperial Stout,12,360.0,Bodegraven,Netherlands,/beer/de-molen-hel-verdoemenis-misto-ba/124844/
Emelisse White Label Imperial Russian Stout (Buffalo Trace BA),4.11,Imperial Stout,11,330.0,Goes,Netherlands,/beer/emelisse-white-label-imperial-russian-stout-buffalo-trace-ba/263529/
Emelisse White Label Imperial Russian Stout (Wild Turkey BA),4.08,Imperial Stout,11,330.0,Goes,Netherlands,/beer/emelisse-white-label-imperial-russian-stout-wild-turkey-ba/200568/
De Molen Hel & Verdoemenis (Hell & Damnation),4.08,Imperial Stout,10,300.0,Bodegraven,Netherlands,/beer/de-molen-hel-verdoemenis-hell-damnation/87696/
Brouwerij de Molen,4.07,Imperial Stout,18,540.0,Bodegraven,Netherlands,/beer/de-molen-hel-verdoemenis-wild-turkey-eisbock/230668/
Emelisse White Label Imperial Russian Stout (Heaven Hill BA),4.06,Imperial Stout,11,330.0,Goes,Netherlands,/beer/emelisse-white-label-imperial-russian-stout-heaven-hill-ba/347770/
De Molen Weer & Wind (2016),4.04,Barley Wine,12.4,372.0,Bodegraven,Netherlands,/beer/de-molen-weer-wind-2016/451158/
Emelisse White Label Imperial Russian Stout (Makers Mark BA),4.04,Imperial Stout,11,330.0,Goes,Netherlands,/beer/emelisse-white-label-imperial-russian-stout-makers-mark-ba/286923/
Brouwerij de Molen,4.04,Imperial Stout,11,330.0,Bodegraven,Netherlands,/beer/de-molen-larie-apekool/172158/
De Molen Mooi & Meedogenloos (Bourbon BA),4.03,Imperial Stout,11.2,336.0,Bodegraven,Netherlands,/beer/de-molen-mooi-meedogenloos-bourbon-ba/451857/
Emelisse White Label Barley Wine (Heaven Hill BA),4.03,Barley Wine,15,450.0,Goes,Netherlands,/beer/emelisse-white-label-barley-wine-heaven-hill-ba/343904/
Brouwerij de Molen,4.02,Imperial Stout,13,390.0,Bodegraven,Netherlands,/beer/de-molen-struise-black-damnation/100195/
De Molen Hemel & Aarde (Bruichladdich BA),4.02,Imperial Stout,12,360.0,Bodegraven,Netherlands,/beer/de-molen-hemel-aarde-bruichladdich-ba/103409/
De Molen Hel & Verdoemenis Cuvée,4.01,Imperial Stout,10.5,315.0,Bodegraven,Netherlands,/beer/de-molen-hel-verdoemenis-cuvee/239646/
De Molen Hel & Verdoemenis 666-ish,4.01,Imperial Stout,13,390.0,Bodegraven,Netherlands,/beer/de-molen-hel-verdoemenis-666-ish/212197/
De Molen Hel & Verdoemenis Bruichladdich BA,4.01,Imperial Stout,12,360.0,Bodegraven,Netherlands,/beer/de-molen-hel-verdoemenis-bruichladdich-ba/353270/
Emelisse White Label Barley Wine (Old Smokey Moonshine BA),4.01,Barley Wine,12,360.0,Goes,Netherlands,/beer/emelisse-white-label-barley-wine-old-smokey-moonshine-ba/450884/
De Molen Tsarina Esra Reserva,4.01,Imperial Porter,11,330.0,Bodegraven,Netherlands,/beer/de-molen-tsarina-esra-reserva/89159/
Kees Caramel Fudge Stout (Bourbon BA),4.01,Imperial Stout,12,360.0,Middelburg,Netherlands,/beer/kees-caramel-fudge-stout-bourbon-ba/553484/
De Molen Hel & Verdoemenis Bourbon BA,4.01,Imperial Stout,11,330.0,Bodegraven,Netherlands,/beer/de-molen-hel-verdoemenis-bourbon-ba/420216/
Brouwerij de Molen,4.0,Imperial Stout,11.2,336.0,Bodegraven,Netherlands,/beer/de-molen-black-isak/123964/
Brouwerij de Molen,4.0,Imperial Stout,11,330.0,Bodegraven,Netherlands,/beer/de-molen-hel-verdoemenis-macallan-ba/154711/
De Molen Twist & Stout Cognac BA,4.0,Imperial Stout,12,360.0,Bodegraven,Netherlands,/beer/de-molen-twist-stout-cognac-ba/288811/
La Trappe Trappist - Abdij O.L.V. Koningshoeven (Bavaria),3.99,Abt/Quadrupel,11,330.0,Berkel-Enschot,Netherlands,/beer/la-trappe-quadrupel-oak-aged-batch-22/376201/
De Molen Hemel & Hel (Heaven & Hell),3.99,Imperial Stout,12,360.0,Bodegraven,Netherlands,/beer/de-molen-hemel-hel-heaven-hell/103411/
Brouwerij de Molen,3.98,Imperial Stout,11.2,336.0,Bodegraven,Netherlands,/beer/de-molen-ziel-zaligheid-soul-salvation/122762/
Uiltje Mind Your Step DBBA Maple (Alvinne ed.),3.98,Imperial Stout,18.3,549.0,Haarlem,Netherlands,/beer/uiltje-mind-your-step-dbba-maple-alvinne-ed/492595/
Kees Caramel Fudge Stout,3.98,Imperial Stout,11.5,345.0,Middelburg,Netherlands,/beer/kees-caramel-fudge-stout/385242/
De Molen Tsarina Esra Imperial Porter,3.98,Imperial Porter,11,330.0,Bodegraven,Netherlands,/beer/de-molen-tsarina-esra-imperial-porter/81542/
Emelisse Black & Tan Bruichladdich BA,3.97,Imperial Stout,10.5,315.0,Goes,Netherlands,/beer/emelisse-black-tan-bruichladdich-ba/405437/
Kees Export Porter 1750,3.97,Imperial Stout,10.5,315.0,Middelburg,Netherlands,/beer/kees-export-porter-1750/295558/
De Molen Bommen & Granaten (Rioja BA),3.97,Barley Wine,11.9,357.0,Bodegraven,Netherlands,/beer/de-molen-bommen-granaten-rioja-ba/363400/
Pelgrim Armada B.A. Springbank,3.96,Imperial Stout,11,330.0,Rotterdam-Delftshaven,Netherlands,/beer/pelgrim-armada-ba-springbank/368198/
Rooie Dop,3.96,Imperial Stout,9.6,288.0,Maarssen,Netherlands,/beer/rooie-dop-double-oatmeal-stout-bourbon-barrel-aged/206168/
La Trappe Trappist - Abdij O.L.V. Koningshoeven (Bavaria),3.96,Abt/Quadrupel,10,300.0,Berkel-Enschot,Netherlands,/beer/la-trappe-quadrupel-oak-aged-batch-18/302177/
Brouwerij de Molen,3.95,Smoked,11,330.0,Bodegraven,Netherlands,/beer/de-molen-turf-veen/119156/
La Trappe Trappist - Abdij O.L.V. Koningshoeven (Bavaria),3.95,Abt/Quadrupel,10,300.0,Berkel-Enschot,Netherlands,/beer/la-trappe-quadrupel-oak-aged-batch-16/259237/
De Molen Hemel & Aarde (Bourbon BA),3.95,Imperial Stout,11,330.0,Bodegraven,Netherlands,/beer/de-molen-hemel-aarde-bourbon-ba/203372/
Brouwerij de Molen,3.94,Imperial Stout,11.9,357.0,Bodegraven,Netherlands,/beer/de-molen-list-bedrog-ruse-deception/139554/
Brouwerij de Molen,3.94,Imperial Stout,12.5,375.0,Bodegraven,Netherlands,/beer/de-molen-black-jack/110149/
Emelisse White Label Imperial Russian Stout (Bruichladdich BA),3.94,Imperial Stout,11,330.0,Goes,Netherlands,/beer/emelisse-white-label-imperial-russian-stout-bruichladdich-ba/370946/
Brouwerij de Schans,3.94,Imperial Stout,8.5,255.0,Uithoorn,Netherlands,/beer/schans-winterbier-2004/19429/
La Trappe Trappist - Abdij O.L.V. Koningshoeven (Bavaria),3.94,Abt/Quadrupel,11,330.0,Berkel-Enschot,Netherlands,/beer/la-trappe-quadrupel-oak-aged-batch-21/365757/
De Molen Hemel & Aarde (Heaven & Earth),3.93,Imperial Stout,10,300.0,Bodegraven,Netherlands,/beer/de-molen-hemel-aarde-heaven-earth/95091/
Brouwerij Emelisse,3.93,Barley Wine,12,360.0,Goes,Netherlands,/beer/emelisse-white-label-barley-wine-2014-makers-mark-ba/257284/
Number One Zest,2.79,Radler/Shandy,5,150.0,Noumea,New Caledonia,/beer/number-one-zest/476690/
Number One Whisky Malt,2.78,Scotch Ale,6,180.0,Noumea,New Caledonia,/beer/number-one-whisky-malt/483603/
Hinano Export,2.77,Pale Lager,5,150.0,Noumea,New Caledonia,/beer/hinano-export/400609/
Number One Letchi,2.61,Fruit Beer,5,150.0,Noumea,New Caledonia,/beer/number-one-letchi/400710/
Number One Extra,2.52,Pilsener,6,180.0,Noumea,New Caledonia,/beer/number-one-extra/464682/
Havannah,2.5,Amber Ale,5.8,174.0,Noumea,New Caledonia,/beer/havannah/80326/
Manta Classique,2.32,Pale Lager,5,150.0,Nouméa,New Caledonia,/beer/manta-classique/225549/
Number One,2.11,Pale Lager,5,150.0,Noumea,New Caledonia,/beer/number-one/23340/
Manta Intense,2.08,Pale Lager,5.8,174.0,Nouméa,New Caledonia,/beer/manta-intense/133879/
Manta Gold,2.03,Premium Lager,5,150.0,Nouméa,New Caledonia,/beer/manta-gold/535260/
Manta Saveur Citron,1.92,Pale Lager,5,150.0,Nouméa,New Caledonia,/beer/manta-saveur-citron/265310/
8 Wired iStout,3.98,Imperial Stout,10.5,315.0,Warkworth,New Zealand,/beer/8-wired-istout/122165/
